,DOW,LKNAME,CTY,NEAREST_TOWN,SURVEYTYPE,SURVEYDATE,black bullhead_GN,black bullhead_TN,brown bullhead_GN,brown bullhead_TN,yellow bullhead_GN,yellow bullhead_TN,bigmouth buffalo_GN,bigmouth buffalo_TN,black crappie_GN,black crappie_TN,bluegill_GN,bluegill_TN,largemouth bass_GN,largemouth bass_TN,northern pike_GN,northern pike_TN,walleye_GN,walleye_TN,white crappie_GN,white crappie_TN,white sucker_GN,white sucker_TN,yellow perch_GN,yellow perch_TN,common carp_GN,common carp_TN,highfin carpsucker_TN,river carpsucker_GN,river carpsucker_TN,DOWLKNUM,Sorder1,Sorder2,Sorder3,Sorder4,Sorder5,Sorder6,Sorderout,notes,exclude,PWATER,PDEVL,PBARE,PFOR,PGRASS,PAG,PWET,PMISC,X.LK_AREA.,X.LK_PERIM.,depthft,LAKE_NAME,SchuppLAKE_CLASS,UTMeasting,UTMnorthing,HUC04,MAJOR,CATCH_ID,watershed.acres.,dow,fish_date,BHD_TN,BLG_TN,CAP_GN,CRP_TN,NOP_GN,WAE_GN,YEP_GN,veg_date,veg_rich,S_rich,utmx,utmy,ecoreg,shedaream2,depthm,aream2,phuman,sdi,secchim,ln_shedaream2,ln_aream2
289,80003000,Lower Twin,Wadena,Menahga                       ,Re-Survey,7-Jul-03,0,0,0.0837144,0.202944,0.6392736,0.3426945,0,0,0.0926838,0.0852093,0.009966,0.3745404,0,0,8.5896954,0.5158764,4.1623452,0.8374158,0,0,6.31029,4.8711996,3.2840235,0.231936,0.29898,1.1421036,0,0,0,80003000,409157.4088,205635.3952,170269.015,41437.65609,0,0,4,,NA,0.062506881,0.035373585,0.000647693,0.603261658,0.020898793,0.215331827,0.061979562,0,251.91,13953.93,24,Lower Twin,31,344479,5184787.5,701,12,1.20E+14,383392.881,80003000,7/7/03,0.282541038,0.196482116,0.293828447,0.080241859,8.852292803,4.189294213,0.77127931,7/9/03,22,14,344445,5184770,eastern temperate forests,1551542149,7.3152,1019444.503,0.250705412,1.187041062,1.871979167,21.16251521,13.83476843
290,82009100,Battle Creek,Washington,Landfall                      ,Re-Survey,24-Aug-09,0.6795,0,0,0.028086,2.32389,0.659568,0,0,0.03171,0.188448,0.35334,1.255716,0,0.52548,36.24,1.359,1.9026,0,0,0,0,0,0.12684,0.038052,0,3.00339,0,0,0,82009100,13642.81125,4946.53713,1046.7193,0,0,0,1,,NA,0.042822803,0.736164938,0,0.092339364,0.012016842,0.066529978,0.050126076,0,96.96,9111.95,15.3,Battle Creek,43,502204,4976770.9,701,20,2.01E+14,4270.413266,82009100,8/24/09,0.622575183,0.587132126,0,0.189779406,34.3833047,1.91585025,0.060544301,8/24/09,13,5,502197,4976820,eastern temperate forests,17281818.48,4.66344,416624.237,0.802694916,1.153493607,1.832931035,16.66516555,12.93993998
291,82015900,Forest,Washington,Forest Lake                   ,Re-Survey,13-Jul-98,0.0780066,0.1281084,0,0,0.0596148,0.3789798,0,0,0.7180956,0.1940652,0.967155,3.6734676,0.124575,0.0617892,4.7448126,0.4399083,7.0201863,0.2883345,0.2181195,0.0029898,0,0,0.0931368,0.015855,0,0.7389789,0,0,0,82015900,27641.93797,8074.73502,0,0,0,0,1,,NA,0.223691344,0.123090107,0,0.24787951,0.059334886,0.257922518,0.088081635,0,2270.93,82955.67,36.9,Forest,24,504229,5013378.1,703,37,3.71E+14,10808.34948,82015900,7/13/09,0.493080168,1.686578556,0,0.298665781,6.516249112,3.538285574,0.344626481,7/13/09,26,18,504004,5013350,eastern temperate forests,43740013.48,11.24712,9189973.905,0.381012624,2.352678888,1.537160053,17.59377388,16.03362365
292,82016600,Carver,Washington,Woodbury (Washington)         ,Re-Survey,2-Aug-93,3.2616,0.2718,0,0,0,0.310758,0,0,0.0906,0.565344,0,3.680172,0,0.029898,8.84256,0.091053,0,0,0,0,0,0,0.24915,0.09513,5.71233,0.32616,0,0,0,82016600,8222.29398,741.44094,0,0,0,0,1,,NA,0.02320193,0.736784837,0,0.110060313,0.012926851,0.108528084,0.008497985,0,47.68,6298.22,36,Carver,30,501464,4972554.2,701,20,2.01E+14,2220.908582,82016600,8/4/09,0,0.595945545,0,0.098481928,3.459740416,0,0,8/4/09,13,7,501447,4972540,eastern temperate forests,8987734.108,10.9728,198741.2946,0.84531292,1.211843433,1.805471698,16.01137133,12.19975923
293,83003600,Kansas,Watonwan,Saint James                   ,Re-Survey,19-Jul-93,3.763524,1.5464514,0,0,0,0.1170552,0,0,0.275424,1.06002,0,0.2264094,0,0.0512343,2.202486,0.2143596,18.37368,0.8165325,0,0,4.481982,0,8.545392,0.21744,11.828736,7.701,0,0,0,83003600,1388.39975,0,1900.25285,0,0,0,3,,NA,0.368814381,0.029488992,0,0.004645526,0.004645526,0.570793779,0.021611796,0,402.87,20541.12,6.5,Kansas,43,363339,4863980.5,702,31,3.10E+14,1101.085075,83003600,7/16/01,2.558740795,0,0.188237304,0.602962242,0,0.527297146,2.966194664,7/17/01,5,2,363334,4864020,great plains,4455951.033,1.9812,1601099.69,0.600282771,1.43872833,0.825,15.30975107,14.28620126
294,83003600,Kansas,Watonwan,Saint James                   ,Re-Survey,16-Jul-01,4.127736,2.5998576,0,0,0,0.4324338,0,0.8655471,0,0.5821956,0,0,0,0.3647556,0,0,0.478368,0.2322078,0,0,11.973696,0.2770548,3.251634,0.0698073,0.192978,5.1636564,0,0,0,83003600,1388.39975,0,1900.25285,0,0,0,3,,NA,0.368814381,0.029488992,0,0.004645526,0.004645526,0.570793779,0.021611796,0,402.87,20541.12,6.5,Kansas,43,363339,4863980.5,702,31,3.10E+14,1101.085075,83003600,7/16/01,2.558740795,0,0.188237304,0.602962242,0,0.527297146,2.966194664,7/17/01,5,2,363334,4864020,great plains,4455951.033,1.9812,1601099.69,0.600282771,1.43872833,0.825,15.30975107,14.28620126
295,86002300,Beebe,Wright,Saint Michael                 ,Re-Survey,6-Jul-09,0,0,0,0,5.9208912,4.2221412,0,0,1.868625,0.197055,1.0778229,3.580965,0.33069,0.219705,15.6799608,0.0594789,5.32728,0.0064779,0,0,0.61155,0,1.9692816,0.0064779,0,1.7922492,0,0,0,86002300,2160.80737,713.9697,0,0,0,0,0,,NA,0.318986317,0.047616798,0,0.14285958,0.008326303,0.471578125,0.010632877,0,296.65,25257.53,23.5,Beebe,24,441619,5002585.6,701,18,1.81E+14,963.0720538,86002300,7/6/99,3.495835618,0.915786297,0.760433111,0.063761944,14.41377737,5.001796923,0.255588834,6/20/99,32,12,441570,5002590,eastern temperate forests,3897429.916,7.1628,1199206.024,0.519194923,1.877997072,1.19332878,15.1758279,13.99717025
296,86004100,Dean,Wright,Buffalo                       ,Re-Survey,25-Jul-11,2.2431654,0.753792,0,0,0,0,0,0,16.6700376,7.913004,2.6707521,3.79161,0,0.6100551,0.5366691,0.7633956,1.06455,0.079728,0,0,0.4436682,0.104643,1.9450914,0.0338844,1.1989098,2.6528586,0,0,0,86004100,14930.91016,2498.52814,0,0,0,0,1,,NA,0.105695964,0.060553615,0,0.154046639,0.027854544,0.580661061,0.071188177,0,175.78,11617.46,20,Dean,30,434390,4996697,701,18,1.80E+14,1667.159065,86004100,7/25/11,0.701757042,2.411142075,1.151250666,2.6445018,0.447234171,0.981323335,0.886039905,7/25/11,14,3,434381,4996690,eastern temperate forests,6746780.355,6.096,711316.5822,0.641214677,1.184226632,0.611111111,15.72457596,13.47487287
297,86004100,Dean,Wright,Buffalo                       ,Re-Survey,16-Jul-01,28.2434628,1.5307776,0.30351,0,0.2782326,0,0,0,1.87542,0.120498,1.6333821,17.9980977,0,0.2197503,3.23442,0,3.2106375,0.4287192,0,0,2.0274468,0,1.248015,0.0139524,0,0.4514598,0,0,0,86004100,14930.91016,2498.52814,0,0,0,0,1,,NA,0.105695964,0.060553615,0,0.154046639,0.027854544,0.580661061,0.071188177,0,175.78,11617.46,20,Dean,30,434390,4996697,701,18,1.80E+14,1667.159065,86004100,7/25/11,0.701757042,2.411142075,1.151250666,2.6445018,0.447234171,0.981323335,0.886039905,7/25/11,14,3,434381,4996690,eastern temperate forests,6746780.355,6.096,711316.5822,0.641214677,1.184226632,0.611111111,15.72457596,13.47487287
298,86006600,Birch,Wright,Monticello                    ,Re-Survey,27-Jul-09,2.2366875,0.0423555,0,0.169875,0.713475,0.400905,0,0,0.1347675,0,0.301245,0.6283563,2.1098475,0.4200669,6.330675,0.0523668,0,0,0,0,0,0,0,0,0,0.939975,0,0,0,86006600,15090.24565,8458.44803,0,0,0,0,0,,NA,0.158271739,0.062654805,0,0.309373928,0.089876616,0.329110901,0.050712011,0,NA,NA,52,Birch,30,430758,5016134.1,701,17,1.70E+14,2964.63392,86006600,7/27/09,0.394907813,0.637474721,0,0,6.498863491,0,0,7/27/09,42,19,430803,5016180,eastern temperate forests,11997495.81,15.8496,403107.7246,0.391765706,1.401487151,4.127601626,16.3002085,12.90695911
299,86006700,First,Wright,Monticello                    ,Re-Survey,13-Aug-07,0,0.0986634,0,0,0,0,0,0,0,0.0089694,0,0.5071788,0,0.0542241,0.71121,0.2481534,0,0,0,0,0,0,0,0,0,0.3871791,0,0,0,86006700,50552.1688,36386.28998,12026.68179,19700.49999,0,0,3,,NA,0.124907327,0.046198209,0,0.300953307,0.065591664,0.406000672,0.05634882,0,NA,NA,37,First,30,434419,5016775.4,701,17,1.70E+14,12195.87578,86006700,8/13/07,0.09499206,0.490201721,0,0.00885795,0.825166425,0,0,8/13/07,13,4,434385,5016790,eastern temperate forests,49355155.63,11.2776,68756.1514,0.452198882,1.26389411,1.803333333,17.71455279,11.13832149
300,86006800,Mud,Wright,Monticello                    ,Re-Survey,13-Aug-07,0.34428,0,0,0,0,0,0,0,0,0,0.079275,0,0.50283,0,0,0,0,0,0,0,0,0,0,0,4.56624,0,0,0,0,86006800,50552.1688,36386.28998,12026.68179,15454.32683,0,0,3,,NA,0.124788033,0.046587265,0,0.300736392,0.064061919,0.407728058,0.056098334,0,NA,NA,37,Mud,30,434136,5016276.2,701,17,1.70E+14,12094.02669,86006800,8/13/07,0,0,4.678653907,0,2.117408388,0,0,8/13/07,14,2,434154,5016320,eastern temperate forests,48942985.36,11.2776,134112.9404,0.454315322,1.797530506,1.65,17.70616661,11.80643756
301,86009000,Buffalo,Wright,Buffalo                       ,Re-Survey,22-Jul-13,1.460472,0.3635325,0,0,0.06342,0.0202944,1.654356,0.0488334,5.307348,0.74745,0.04077,0.5464992,0.251868,0.0795921,6.515046,2.13816,7.559664,0.1959678,0.039864,0,3.13929,0.7752642,0.577122,0,14.45976,6.4147971,0,0,0,86009000,112307.9999,101582.6341,22597.92207,47705.39824,0,0,4,,NA,0.135260065,0.141900385,0,0.131761018,0.024602887,0.531990084,0.03448556,0,1551.17,32207.58,34.9,Buffalo,24,429790,5001419.8,701,18,1.80E+14,30482.15283,86009000,7/26/93,0.827969488,0.101719736,4.120923051,0.1846191,2.568609564,4.344163601,1.507318979,8/4/93,15,4,429773,5001450,eastern temperate forests,123357389.4,10.63752,6277286.889,0.67389047,1.105318543,0.768571429,18.63059631,15.65244842
302,86009000,Buffalo,Wright,Buffalo                       ,Re-Survey,26-Jul-93,10.825341,5.7583548,0.06795,0.2338386,0.192525,0.4085154,0.746544,0,0.343827,0.19026,0.683124,0.1153338,0.057078,0.0192072,2.646426,0.4323885,4.676319,0.3496707,0,0,4.363749,0.0895128,1.817436,0,4.78368,6.7176276,0,0,0,86009000,112307.9999,101582.6341,22597.92207,47705.39824,0,0,4,,NA,0.135260065,0.141900385,0,0.131761018,0.024602887,0.531990084,0.03448556,0,1551.17,32207.58,34.9,Buffalo,24,429790,5001419.8,701,18,1.80E+14,30482.15283,86009000,7/26/93,0.827969488,0.101719736,4.120923051,0.1846191,2.568609564,4.344163601,1.507318979,8/4/93,15,4,429773,5001450,eastern temperate forests,123357389.4,10.63752,6277286.889,0.67389047,1.105318543,0.768571429,18.63059631,15.65244842
303,86010300,Ida,Wright,Oster                         ,Re-Survey,24-Jul-06,0.67497,0,0.278595,0,4.115505,1.7764848,0,0,1.88448,0.66591,1.171005,2.0485113,0.5436,0.1151073,12.3216,0.418572,0,0,0,0,0,0,0,0,0,0.6592509,0,0,0,86010300,1764.59415,0,0,0,0,0,0,,NA,0.290456432,0.071369295,0,0.067219917,0.015767635,0.473029046,0.082157676,0,NA,NA,26,Ida,30,421474,4981826.6,701,19,1.90E+14,267.8381988,86010300,7/24/06,1.522974378,2.179508269,0,0.708702781,12.46436299,0,0,7/24/06,24,6,421485,4981840,eastern temperate forests,1083907.071,7.9248,337629.5298,0.54439834,1.234469841,0.650666667,13.89608273,12.72970451
304,86010600,Little Waverly,Wright,Waverly                       ,Re-Survey,11-Jul-94,6.8603679,1.0770075,0.2792292,0,0.0053907,0.736125,0,0,1.4915025,0.9554223,3.3782475,3.7867176,0.3922074,0.333861,8.5988007,0.1643031,1.4424426,0,0,0,1.8989307,0,3.3753483,0.030351,3.392064,2.862054,0,0,0,86010600,111218.62,73908.619,36214.60385,40757.39608,0,0,4,,NA,0.083627196,0.060060349,5.81E-05,0.05977785,0.009180027,0.759131674,0.028164784,0,338.01,20174.85,10,Little Waverly,43,421578,4991283.4,701,18,1.80E+14,38305.32533,86010600,7/12/04,1.135643221,1.444951372,0.683813397,0.516039235,13.01037465,0.127576206,0.526541474,7/12/04,16,8,421554,4991320,eastern temperate forests,155016771.9,3.048,1367838.68,0.819192023,1.482823745,0.918196721,18.85904387,14.12874245
305,86010600,Little Waverly,Wright,Waverly                       ,Re-Survey,12-Jul-04,20.1004254,1.1277888,0,0,0.1055037,0.2359224,0,0.184371,1.8017169,0.4830792,0.197055,1.5700074,0,0.9116172,12.52545,1.7949672,0.1432386,0,0,0,6.8102208,0.2780514,0.500565,0,0.6951285,6.9425874,0,0,0,86010600,111218.62,73908.619,36214.60385,40757.39608,0,0,4,,NA,0.083627196,0.060060349,5.81E-05,0.05977785,0.009180027,0.759131674,0.028164784,0,338.01,20174.85,10,Little Waverly,43,421578,4991283.4,701,18,1.80E+14,38305.32533,86010600,7/12/04,1.135643221,1.444951372,0.683813397,0.516039235,13.01037465,0.127576206,0.526541474,7/12/04,16,8,421554,4991320,eastern temperate forests,155016771.9,3.048,1367838.68,0.819192023,1.482823745,0.918196721,18.85904387,14.12874245
306,86012000,Ramsey,Wright,Maple Lake                    ,Re-Survey,28-Jul-08,0.2744727,0.1674288,1.2103254,0.1175988,3.52887,0.95583,0,0,0.3643479,0.1826496,0.7701,1.7574588,0.78822,1.25934,11.66928,0,7.970535,0,0,0,0.1594107,0,0.147225,0.0458436,1.7295993,0,0,0,0,86012000,23865.12554,9751.46318,6301.0974,0,0,0,3,,NA,0.171551559,0.13109964,0,0.141815817,0.015983298,0.496306603,0.043243083,0,309.18,19231.09,80.6,Ramsey,24,421755,5006795.8,701,18,1.80E+14,6066.636713,86012000,7/28/08,0.924395313,1.411255232,1.566045661,0.182949109,12.07865834,7.427085568,0.142724904,7/28/08,29,15,421757,5006580,eastern temperate forests,24550905.95,24.56688,1251208.175,0.627406243,1.477339149,1.626704546,17.01625931,14.03962018
307,86012600,South Twin,Wright,Buffalo                       ,Re-Survey,13-Jul-09,1.030575,0.1315512,0.165345,0,2.3556,0.37599,0,0,3.22989,0.6760572,0.32616,0.6149022,0,0.01812,4.68855,1.0872,0,0,0,0,0,0,0,0.0030804,0,0.5090361,0,0,0,86012600,6072.27488,8618.74242,0,0,0,0,1,,NA,0.079403142,0.063433655,0,0.159379345,0.039477843,0.617865186,0.04044083,0,NA,NA,19,South Twin,38,426640,5004337.3,701,18,1.80E+14,1723.304261,86012600,7/13/09,0.468423175,0.589246553,0,0.406421867,4.459588199,0,0.025116779,7/13/09,22,6,426652,5004360,eastern temperate forests,6973992.814,5.7912,165516.574,0.681298841,1.216324244,0.305,15.75769848,12.01682661
308,86015600,Mary,Wright,Maple Lake                    ,Re-Survey,11-Aug-08,2.0587038,0.1496712,0.0746997,0,0.46659,0.35334,0.807246,0,0.59796,0.1342692,1.9481265,2.0537208,0.0328878,0.0991617,7.7086557,0,0.360135,0,0,0,0,0,0.01812,0.0019932,1.4738808,0,0,0,0,86015600,15156.71753,9855.65583,3319.18831,0,0,0,1,,NA,0.05027541,0.039762969,0,0.12053875,0.027345783,0.679287814,0.082789273,0,195.17,12257.98,101.6,Mary,24,422229,5011515.9,701,17,1.70E+14,4140.689366,86015600,8/11/08,0.450824231,1.914347251,1.692185494,0.15173365,7.549978166,0.382933319,0.01996148,8/11/08,24,7,422201,5011550,eastern temperate forests,16756842.38,30.96768,789785.1976,0.719050783,1.185160311,2.26,16.63431723,13.57951629
309,86015600,Mary,Wright,Maple Lake                    ,Re-Survey,10-Aug-98,0.0926838,0,0,0,0.6467028,0.1416984,0,0.5175072,0.12231,0.060249,0,0.2406789,0.0807246,0.029445,6.84936,0,4.1292762,0,0,0,0.3233061,0,0.44847,0.0224235,3.81879,2.1957816,0,0,0,86015600,15156.71753,9855.65583,3319.18831,0,0,0,1,,NA,0.05027541,0.039762969,0,0.12053875,0.027345783,0.679287814,0.082789273,0,195.17,12257.98,101.6,Mary,24,422229,5011515.9,701,17,1.70E+14,4140.689366,86015600,8/11/08,0.450824231,1.914347251,1.692185494,0.15173365,7.549978166,0.382933319,0.01996148,8/11/08,24,7,422201,5011550,eastern temperate forests,16756842.38,30.96768,789785.1976,0.719050783,1.185160311,2.26,16.63431723,13.57951629
310,86016400,Rice,Wright,Hasty                         ,Re-Survey,19-Aug-97,0.0956736,0,0,0,0.6884241,0.73386,0,0,0,0.4246875,0,0.079275,0,0.713475,2.8992,0.67044,0,0,0,0,0,0.20838,0.6795,0.0033975,1.7800182,2.02944,0,0,0,86016400,4747.56927,4932.27489,0,0,0,0,2,,NA,0.051741178,0.111347221,0,0.167297463,0.069637207,0.531100947,0.068875984,0,NA,NA,24,Rice,30,422070,5026029.8,701,17,1.70E+14,1774.202254,86016400,8/19/97,0.546869597,0.075211164,2.035472727,0.383717314,3.068298128,0,0.622109699,8/8/97,19,4,422073,5025950,eastern temperate forests,7179970.504,7.3152,374617.8302,0.642448169,1.557645706,1.0675,15.78680583,12.83366167
311,86018200,Rock,Wright,Maple Lake                    ,Re-Survey,13-Aug-96,2.8249533,0,0.3884928,0,1.0788195,1.0913676,0,0,0.51642,0.28539,0.6144039,0.713475,0,0.0223329,8.450715,0.1547901,2.1723615,0,0.38505,0.1305093,0,0,0.224235,0.0046206,0.4738833,0,0,0,0,86018200,4145.87878,796.69048,0,0,0,0,1,,NA,0.192674122,0.052997306,0,0.168843763,0.042704716,0.510327339,0.032452756,0,175.89,15407.95,36.9,Rock,24,420398,5002412.1,701,18,1.81E+14,1124.724981,86018200,8/14/06,1.078501982,2.158968626,1.450080136,0.116851738,1.829157405,2.614340423,0.031435742,8/14/06,27,9,420397,5002420,eastern temperate forests,4551618.721,11.24712,741020.5346,0.563324644,1.603253038,1.483560606,15.33099349,13.51578362
312,86018200,Rock,Wright,Maple Lake                    ,Re-Survey,14-Aug-06,1.18686,0,0.6625125,0.119592,9.0265686,1.2437115,0,0,3.4312032,0.0707586,2.204298,1.2676752,0.165345,0.5724108,1.63533,0,2.67723,0,0.192525,0.0328878,0.1609509,0,0.030351,0,1.4424426,1.4554437,0,0,0,86018200,4145.87878,796.69048,0,0,0,0,1,,NA,0.192674122,0.052997306,0,0.168843763,0.042704716,0.510327339,0.032452756,0,175.89,15407.95,36.9,Rock,24,420398,5002412.1,701,18,1.81E+14,1124.724981,86018200,8/14/06,1.078501982,2.158968626,1.450080136,0.116851738,1.829157405,2.614340423,0.031435742,8/14/06,27,9,420397,5002420,eastern temperate forests,4551618.721,11.24712,741020.5346,0.563324644,1.603253038,1.483560606,15.33099349,13.51578362
313,86018400,Dutch,Wright,Howard Lake                   ,Re-Survey,24-Jul-06,6.30576,2.3296884,0,0,0,0.182106,0,0,8.794995,5.4081405,0.002265,0.505548,0,0.3079494,5.58549,1.1201784,3.86862,0.2855259,0,0,0.0804075,0,0.15855,0,5.4937575,0.7700547,0,0,0,86018400,12565.17422,13563.07791,6438.67099,0,0,0,3,,NA,0.179655751,0.126804914,0,0.057447105,0.006506583,0.597492018,0.032093628,0,162.3,13382.7,20.5,Dutch,30,417064,4989444.1,701,18,1.81E+14,5348.290952,86018400,7/24/06,1.963222988,0.55100553,6.731117491,2.102772156,6.248674387,4.077070392,0.164229705,7/24/06,14,4,417041,4989350,eastern temperate forests,21643852.16,6.2484,652960.861,0.724296932,1.393322708,0.541111111,16.89023201,13.38927247
314,86019000,Ann,Wright,Howard Lake                   ,Re-Survey,31-Jul-06,2.934987,0.1484028,0,0,0.1898523,0.0109626,0,0,3.3239781,8.8911216,2.1744,1.69875,0.4354236,0,4.9144158,0.0054813,5.0177904,0,0,0,2.4698466,0,5.396136,0,0.8401338,0,0,0,0,86019000,64966.82138,28906.45021,21457.19045,20972.92641,0,0,4,,NA,0.034254755,0.042936768,0.000104829,0.042352802,0.007860918,0.855251355,0.017238574,0,375.4,19137.82,18.5,Ann,24,417506,4986535.8,701,18,1.81E+14,21237.27161,86019000,7/31/06,0.42046279,1.34469914,0.805831925,3.543511062,5.004416365,4.732387246,5.100778831,7/31/06,14,6,417424,4986470,eastern temperate forests,85944532.78,5.6388,1519150.775,0.898188122,1.333373256,1.001051754,18.26921268,14.23366204
315,86019300,Mary,Wright,Oster                         ,Re-Survey,1-Aug-11,0,0,0.0877914,0,2.807694,1.4318877,0,0,1.2953535,0.27633,3.88674,0.5878128,1.0343802,0.202944,2.2805832,0.1360359,5.1636564,0.698073,0,0.0637824,0.2125476,0,1.248015,0.0084711,0.1116645,0.0428538,0,0,0,86019300,1184.74134,1741.24892,0,0,0,0,1,,NA,0.370235935,0.077132486,0,0.045372051,0.002722323,0.472323049,0.032214156,0,182.84,12174.4,47.8,Mary,24,419332,4983024.2,701,18,1.81E+14,490.2456914,86019300,8/1/11,1.286529104,1.144078503,0.102565777,0.351332591,2.161397611,4.944471661,1.097638243,8/1/11,25,14,419335,4983030,eastern temperate forests,1983961.861,14.56944,739927.8824,0.549455535,1.219160527,2.408739712,14.50060634,13.514308
316,86019300,Mary,Wright,Oster                         ,Re-Survey,23-Jul-01,0.1393881,0,0,0,2.42355,2.5740819,0,0,0.226953,0.050736,2.1620784,0.5662953,0.1927968,0.1166022,1.98414,0,2.70441,0.0084711,0.0827178,0.0119592,0,0,0.024915,0,0.6453438,0.732501,0,0,0,86019300,1184.74134,1741.24892,0,0,0,0,1,,NA,0.370235935,0.077132486,0,0.045372051,0.002722323,0.472323049,0.032214156,0,182.84,12174.4,47.8,Mary,24,419332,4983024.2,701,18,1.81E+14,490.2456914,86019300,8/1/11,1.286529104,1.144078503,0.102565777,0.351332591,2.161397611,4.944471661,1.097638243,8/1/11,25,14,419335,4983030,eastern temperate forests,1983961.861,14.56944,739927.8824,0.549455535,1.219160527,2.408739712,14.50060634,13.514308
317,86019900,Howard,Wright,Howard Lake                   ,Re-Survey,7-Aug-06,8.210625,0.323895,0,0,0.08607,0.2548578,0,0,5.04189,0.2202486,2.566245,0.2602938,0.0708492,0.2004525,2.7025074,0.6226938,3.7131957,1.0159884,0.0105096,0,0,0.2009961,0.313476,0.0124575,1.326837,0.3180513,0,0,0,86019900,8489.77272,13190.6515,2552.49783,0,0,0,3,,NA,0.1722213,0.117774083,0,0.041023385,0.006059332,0.641852911,0.021068989,0,735.78,24754.47,36,Howard,24,415822,4991574.1,701,18,1.81E+14,4268.108755,86019900,8/7/06,0.485087103,0.256188049,1.106509478,0.41915316,3.118557907,3.587303997,0.195493619,8/7/06,22,11,415822,4991540,eastern temperate forests,17272492.42,10.9728,2977558.182,0.759626995,1.233918069,1.253333333,16.66462576,14.90661412
318,86021700,Granite,Wright,West Albion                   ,Re-Survey,11-Aug-08,10.15626,0,0,0,8.7116883,1.1815146,0,0,1.6102791,0.2544048,1.00113,1.4941752,0.15402,0.0657756,6.4533021,0.2900106,6.795,0.1758999,0,0,0,0,0.3211317,0.0159456,0,1.0324776,0,0,0,86021700,4536.32034,724.26407,9525.13851,0,0,0,2,,NA,0.178103971,0.057719253,0,0.126668769,0.027352252,0.573756435,0.03639932,0,353.07,19824.5,33.9,Granite,24,412790,5004070.6,701,18,1.81E+14,2422.18373,86021700,8/11/08,0.930595864,0.974247654,0,0.271470024,6.014073236,5.886182717,0.33277159,8/11/08,22,10,412827,5004160,eastern temperate forests,9802268.994,10.33272,1428824.86,0.631475688,1.424247213,1.544756014,16.09812445,14.17236289
319,86022100,Camp,Wright,Maple Lake                    ,Re-Survey,27-Aug-12,0,0,0,0,4.82898,0.1812,0,0,0.2117775,0.170328,0.971685,1.9657482,0.7304625,0.1330914,11.74176,0.0877461,0,0,0,0,0,0,2.5922925,0,0,0.188448,0,0,0,86022100,1603.67532,2104.62987,0,0,0,0,0,,NA,0.195933457,0.053604436,0,0.07245841,0,0.67245841,0.005545287,0,120.25,9244.54,52,Camp,24,414109,5001539.1,701,18,1.81E+14,600.7266523,86022100,8/27/12,0.134760682,1.45894792,0,0.153242133,11.46859356,0,2.711884191,8/27/12,18,11,414105,5001530,eastern temperate forests,2431064.235,15.8496,496752.065,0.726062847,1.152993343,1.587368421,14.70383968,13.11584632
320,86022100,Camp,Wright,Maple Lake                    ,Re-Survey,26-Aug-02,0,0,0,0,7.440525,3.1681914,0,0,0.04077,0.138165,0.387315,0.936351,0,0.7071783,12.4994025,0.6062952,0.6308025,0,0,0,0,0,0.3567375,0,0,0.209286,0,0,0,86022100,1603.67532,2104.62987,0,0,0,0,0,,NA,0.195933457,0.053604436,0,0.07245841,0,0.67245841,0.005545287,0,120.25,9244.54,52,Camp,24,414109,5001539.1,701,18,1.81E+14,600.7266523,86022100,8/27/12,0.134760682,1.45894792,0,0.153242133,11.46859356,0,2.711884191,8/27/12,18,11,414105,5001530,eastern temperate forests,2431064.235,15.8496,496752.065,0.726062847,1.152993343,1.587368421,14.70383968,13.11584632
321,86022700,Cedar,Wright,Annandale                     ,Re-Survey,8-Jul-96,0.201585,0.002265,0.4624224,0,0.7508475,0.710304,0,0,1.3284225,0,0.41676,0.74292,0.0494676,0.134541,20.8459275,0.269082,4.872015,0,0,0,1.1517525,0,0.0124575,0.029445,0,0.709398,0,0,0,86022700,29121.08007,15192.85493,25155.20128,0,0,0,3,,NA,0.178561454,0.080061474,0,0.116639045,0.035155651,0.554715006,0.034867371,0,783.2,34423.06,100,Cedar,24,416686,5013017.1,701,17,1.70E+14,9332.580211,86022700,7/10/06,2.314793592,2.153339653,0.489744628,0.356291214,13.0672582,2.74657805,0.098951615,7/10/06,43,19,416477,5013430,eastern temperate forests,37767763.24,30.48,3169460.283,0.634776479,1.662641239,2.133303783,17.44696647,14.96907187
